Rid,Rname,URL,Street,City,State,Phone,Zipcode,Openhrs,Closehrs,WiFi,Pricerange
100633,SUBWAY,http://www.subway.com,5608 MANCHACA RD,Austin,TX,(512) 444-4004,66190,6:00,23:00,N,1
100634,Thunder Cloud Subs,,5401 Burnet Rd,Austin,TX,(512) 467-9438,46036,11:00,21:00,Y,1
100635,Ten Oak,,409 Colorado St,Austin,TX,(512) 472-2822,48023,8:00,23:00,Y,2
100636,Gatti's Pizza,http://www.gattispizza.com,12110 Manchaca Rd,Austin,TX,(512) 459-2222,16409,9:00,22:00,Y,5
100637,North & South China Rstrnt,http://www.northandsouthchina.com,13031 Partridge Bend Dr,Austin,TX,(512) 258-4600,74763,8:00,21:00,N,3
100638,Gloria's Restaurant,http://www.gloriasrestaurants.com,3309 Esperanza Xing,Austin,TX,(512) 833-6400,76176,11:00,22:00,Y,4
100639,Yummy Bowl,,610 W Martin Luther King Jr Blvd,Austin,TX,(512) 436-4319,82064,11:00,22:00,N,2
100640,Hop Doddy,,2438 W Anderson Ln,Austin,TX,(512) 467-2337,70792,9:00,21:00,N,5
100641,Caribbean Way,,"14735 Bratton Ln, # 10",Austin,TX,(512) 989-7588,53522,9:00,23:00,N,5
100642,Applebee's Neighborhood Grill,http://www.applebees.com,7522 N I H 35,Austin,TX,(512) 371-1056,93832,9:00,22:00,Y,1
100643,Fix Brewhouse,,2200 S I H 35,Austin,TX,(512) 660-5133,20321,11:00,23:00,Y,2
100644,Zed's Restaurants LP,,500 Canyon Ridge Dr,Austin,TX,(512) 833-7004,33844,9:00,23:00,Y,4
100645,Store 2 Door Grocery Delivery,,"1712 E Riverside Dr, # 41",Austin,TX,(512) 577-0354,54955,9:00,21:00,N,2
100646,McDonalds,http://www.mcdonalds.com,1143 Airport Blvd,Austin,TX,(512) 926-1234,77763,11:00,23:00,N,1
100647,Domino's Pizza,http://www.dominos.com,"720 US Highway 183 S, Ste 101",Austin,TX,(512) 929-3300,58084,11:00,20:00,N,2
100648,Taco Shack,http://www.tacoshack.com,4412 Medical Pkwy,Austin,TX,(512) 300-2112,26140,8:00,23:00,Y,5
100649,Robertito's Trucking,,2511 Lendall Ln,Austin,TX,(512) 698-7114,52738,8:00,21:00,N,5
100650,Castle Hill Cafe,,1101 W 5th St,Austin,TX,(512) 476-7218,63055,8:00,21:00,Y,3
100651,Pecan Tree Restaurant,http://www.hiaustintownlake.pacificahost.com,20 N I H 35,Austin,TX,(512) 472-8211,51011,6:00,22:00,N,5
100652,Sweet Splendor LLC,,10900 Catthorn Cv,Austin,TX,(512) 219-8346,80354,9:00,23:00,N,4
100653,Whataburger,http://www.whataburger.com,13201 N F M620,Austin,TX,(512) 249-6192,13146,6:00,20:00,N,3
100654,SUBWAY,http://www.subway.com,"9520 Highway 290 W, Unit A",Austin,TX,(512) 288-8849,47620,11:00,22:00,Y,5
100655,Bueno Mexican Market,,14300 FM 969,Austin,TX,(512) 276-9300,63650,9:00,20:00,Y,2
100656,Victory Cafe LLC,,4303 Victory Dr,Austin,TX,(512) 402-8520,72965,9:00,20:00,Y,5
100657,El Mexicano,http://www.elmexicano.net,13422 Dessau Rd,Austin,TX,(512) 990-5888,74322,11:00,23:00,N,4
100658,Austin's Pizza,http://www.austinspizza.com,1817 S Lamar Blvd,Austin,TX,(512) 445-6172,28909,6:00,20:00,Y,1
100659,Red Brick Pizza,http://www.redbrickpizza.com,"10515 N Mo Pac Expy, Ste A125",Austin,TX,(512) 345-6060,27287,9:00,22:00,Y,4
100660,Frullati Cafe,http://www.frullati.com,"2901 S Capital of Texas Hwy, # FC2",Austin,TX,(512) 328-6377,44114,9:00,22:00,N,3
100661,Nguyen Trang,,"9200 N Lamar Blvd, Ste 104",Austin,TX,(512) 834-1736,54949,9:00,20:00,Y,4
100662,Stack Burger Bar,,4504 Ari Ct,Austin,TX,(512) 457-8225,26670,8:00,20:00,N,4
100663,Pizza Bakery Restaurant,,1500 S Pleasant Valley Rd,Austin,TX,(512) 912-7899,68330,8:00,21:00,Y,2
100664,La Familia Restaurant,http://www.lafamiliaaustin.com,"3601 W William Cannon Dr, Ste 900",Austin,TX,(512) 892-1311,32912,6:00,21:00,N,1
100665,Abuelo's Mexican Restaurant,http://www.abuelos.com,"2901 S Capital of Texas Hwy, # 7",Austin,TX,(512) 306-0857,57959,9:00,20:00,N,5
100666,La Boite,http://www.laboitecafe.com,1700 S Lamar Blvd,Austin,TX,(512) 377-6198,28828,6:00,22:00,N,4
100667,Freebirds World Burrito,http://www.freebirds.com,625 Industrial Blvd,Austin,TX,(512) 428-6802,44321,9:00,20:00,N,5
100668,El Rival Cantina,,1500 E 6th St,Austin,TX,(512) 474-2111,16175,9:00,22:00,Y,2
100669,McDonalds,http://www.mcdonalds.com,704 E Wonsley Dr,Austin,TX,(512) 837-2551,54730,8:00,22:00,Y,4
100670,Keller's Marina,http://www.kellerlanding.com,"15911 Edwards Dr, Ste D",Austin,TX,(512) 567-7733,15106,8:00,22:00,Y,1
100671,Pecan Street Deli,http://www.pecanstreetstation.com,1005 W PECAN ST,Austin,TX,(512) 251-0296,22711,8:00,21:00,N,4
100672,SUBWAY,http://www.subway.com,"500 Canyon Rim Dr, # J225",Austin,TX,(512) 834-9131,47762,6:00,23:00,N,4
100673,Kismet Cafe of Austin,http://www.kismetcafe.net,"7112 Ed Bluestein Blvd, Ste 105",Austin,TX,(512) 236-1811,47666,11:00,21:00,Y,4
100674,Oma's Kitchen,,"2025 Guadalupe St, Ste 226",Austin,TX,(512) 472-8018,76775,6:00,20:00,Y,1
100675,Go Go Gourmet,,"1821 Rutherford Ln, Ste 300",Austin,TX,(512) 719-6767,87572,9:00,23:00,Y,4
100676,Pizza Hut,http://www.pizzahut.com,"1015 E Braker Ln, Ste 1",Austin,TX,(512) 833-7444,87485,8:00,22:00,Y,4
100677,Texas Land & Cattle Steak Hse,http://www.txlc.com,14010 N Highway 183,Austin,TX,(512) 258-3733,71743,6:00,20:00,N,2
100678,Chedd's Gourmet Grilled Cheese,http://www.chedds.com,4601 N Lamar Blvd,Austin,TX,(512) 323-0989,16368,11:00,22:00,Y,2
100679,Tacostirracallient,,10400 Highway 290 W,Austin,TX,(512) 272-5010,49297,9:00,20:00,N,4
100680,Pizza Patron,http://www.pizzapatron.com,"730 W Stassney Ln, Ste 165",Austin,TX,(512) 443-0014,89191,6:00,22:00,Y,2
100681,Mangieri's Pizza Cafe,http://www.mangieris.com,"5900 W Slaughter Ln, Ste 490",Austin,TX,(512) 301-0357,55629,9:00,22:00,Y,3
100682,Criterion Brock,,7303 Burleson Rd,Austin,TX,(512) 520-2559,71886,11:00,20:00,Y,2
100683,Austin's Pizza,,800 W 12th St,Austin,TX,(512) 474-8822,71806,6:00,21:00,Y,1
100684,Madam Mam's Noodles & Moore II,http://www.madammam.com,4514 West Gate Blvd,Austin,TX,(512) 899-8525,64854,6:00,20:00,Y,4
100685,Schlotzsky's Deli,http://www.schlotzskys.com,6921 Burnet Rd,Austin,TX,(512) 451-3208,44654,8:00,22:00,N,5
100686,Wendy's,http://www.wendys.com,413 W Martin Luther King Jr Blvd,Austin,TX,(512) 482-8456,82382,6:00,21:00,N,1
100687,Taco Bell,http://www.tacobell.com,1825 W Parmer Ln,Austin,TX,(512) 492-8998,20634,8:00,21:00,N,3
100688,China Buffet,,"7301 Burnet Rd, Ste 101",Austin,TX,(512) 459-1600,64629,8:00,21:00,Y,2
100689,Chon Som,http://www.chonsom.com,"2013 Wells Branch Pkwy, Ste 109",Austin,TX,(512) 989-5559,53226,6:00,20:00,Y,3
100690,Ranch 1,http://www.ranch1.com,6001 Airport Blvd,Austin,TX,(512) 420-0838,60962,11:00,23:00,N,3
100691,Thunder Cloud Subs,,2308 Lake Austin Blvd,Austin,TX,(512) 479-6504,46392,6:00,21:00,Y,4
100692,Hungry Howie's Pizza,http://www.hungryhowies.com,2828 Guadalupe St,Austin,TX,(512) 323-9393,47306,11:00,22:00,Y,2
100693,Creative Creations Catering,http://www.creativecreationscatering.com,"3709 Promontory Point Dr, Ste 201",Austin,TX,(512) 442-4668,88691,9:00,20:00,N,5
100694,Taco Deli III LLC,http://www.tacodeli.com,4200 N Lamar Blvd,Austin,TX,(512) 419-1900,83405,9:00,22:00,N,2
100695,Cafe Caffeine,http://www.thricecafe.com,"909 W Mary St, Ste A",Austin,TX,(512) 447-9473,15879,9:00,23:00,N,4
100696,Church's Chicken,http://www.churchs.com,5309 Nuckols Crossing Rd,Austin,TX,(512) 462-9560,43538,8:00,21:00,Y,4
100697,Trudy's Maint Shop,,"8133 Mesa Dr, Ste 206",Austin,TX,(512) 477-5720,55873,6:00,23:00,Y,2
100698,Peoples Pharmacy,http://www.peoplesrx.com,4018 N Lamar Blvd,Austin,TX,(512) 459-0845,28836,8:00,23:00,Y,4
100699,McDonalds,http://www.mcdonalds.com,2608 W Braker Ln,Austin,TX,(512) 837-8616,52838,8:00,21:00,Y,4
100700,Earl Campbell's Sports Bar,,"3600 Presidential Blvd, Ste 201",Austin,TX,(512) 530-2914,59110,6:00,23:00,Y,3
100701,Marisco Grill,,1701 E Riverside Dr,Austin,TX,(512) 916-9300,16096,11:00,23:00,N,1
100702,SUBWAY,http://www.subway.com,"9300 S I H 35, Ste C500",Austin,TX,(512) 292-9020,43682,8:00,22:00,N,5
100703,Jimmy John's,http://www.jimmyjohns.com,6317 Bee Cave Rd,Austin,TX,(512) 330-9468,71948,6:00,22:00,N,1
100704,Buenos Aires Cafe II,http://www.buenosairescafe.com,1201 E 6th St,Austin,TX,(512) 344-9198,32139,6:00,21:00,N,2
100705,Jason's Deli,http://www.jasonsdeli.com,9600 S I35FRONTAGE RD,Austin,TX,(512) 280-0990,14138,8:00,22:00,N,2
100706,Daily Juice Co,http://www.dailyjuice.org,1625 Barton Springs Rd,Austin,TX,(512) 480-9501,20006,11:00,21:00,N,5
100707,Commanders Point Yacht Basin,,4600 Commanders Point Dr,Austin,TX,(512) 266-2333,20110,6:00,23:00,Y,5
100708,Corzaon,http://www.corazonatcastlehill.com,1101 W 5th St,Austin,TX,(512) 476-0728,48161,11:00,23:00,Y,5
100709,Wing Street,http://www.pizzahut.com,"1015 E Braker Ln, Ste 1",Austin,TX,(512) 833-7444,60264,6:00,21:00,Y,1
100710,SUBWAY,http://www.subway.com,"12129 Ranch Road 620 N, Ste 202",Austin,TX,(512) 219-1863,89445,11:00,21:00,Y,2
100711,Sonic Drive-In,http://www.sonicdrivein.com,1805 E William Cannon Dr,Austin,TX,(512) 326-3822,75734,11:00,23:00,Y,4
100712,Red's Fresh Food,http://www.redsfresh.com,1700 N F M620,Austin,TX,(512) 266-7900,78131,8:00,22:00,Y,4
100713,J Kellys Bar B Que,http://www.jkellysbbq.com,900 E 11th St,Austin,TX,(512) 499-0910,65947,6:00,20:00,N,5
100714,Healthy's,,6805 Circle S Rd,Austin,TX,(512) 219-8589,30904,9:00,21:00,Y,4
100715,Z Tejas Grill,http://www.tempe.ztejas.com,1110 W 6th St,Austin,TX,(512) 478-5355,49910,6:00,23:00,Y,2
100716,Pisces Foods LLC,http://www.wendys.com,"5407 Parkcrest Dr, Ste 200",Austin,TX,(512) 452-5454,50402,8:00,22:00,Y,4
100717,Su Casa,,3301 N Interstate 35,Austin,TX,(512) 236-1219,75738,11:00,20:00,Y,5
100718,Pappas Restaurants Inc,http://www.pappas.com,11617 Research Blvd,Austin,TX,(512) 241-0446,69522,11:00,20:00,N,2
100719,Panda Rajendra,,10120 Vaquero Trl,Austin,TX,(512) 258-7145,60839,6:00,20:00,N,4
100720,Austin's Pizza,http://www.austinspizza.com,2324 Guadalupe St,Austin,TX,(512) 480-0300,65531,6:00,23:00,N,4
100721,El Tacorrido,,2316 S 1st St,Austin,TX,(512) 912-1939,15577,9:00,23:00,Y,4
100722,Egg & I Restaurant,,2525 W Anderson Ln,Austin,TX,(512) 452-3447,51374,11:00,21:00,N,2
100723,Speedy Stop,http://www.exxonmobil.com,10800 Research Blvd,Austin,TX,(512) 342-0609,18722,9:00,21:00,Y,4
100724,Taqueria La Chivas,,8624 N Lamar Blvd,Austin,TX,(512) 490-6714,52927,8:00,21:00,N,4
100725,Short Stop,,2217 E 7th St,Austin,TX,(512) 469-0607,40431,8:00,22:00,Y,2
100726,El Meson,,5808 Burleson Rd,Austin,TX,(512) 416-0749,18719,9:00,21:00,N,3
100727,Texas Land & Cattle Steak Hse,http://www.texaslandandcattle.com,6007 N I H 35,Austin,TX,(512) 451-6555,19713,9:00,20:00,Y,5
100728,McDonalds,http://www.mcdonalds.com,12900 N I H 35,Austin,TX,(512) 491-9046,23196,11:00,20:00,Y,4
100729,Sonic Drive-In,http://www.sonicdrivein.com,1745 E Oltorf St,Austin,TX,(512) 444-6066,37117,6:00,20:00,Y,5
100730,Marie Callender's,http://www.mariecallenders.com,"9503 Research Blvd, Ste 400",Austin,TX,(512) 349-7151,21694,11:00,21:00,Y,4
100731,Taco Shack,http://www.tacoshack.com,2825 Guadalupe St,Austin,TX,(512) 320-8889,26413,6:00,22:00,N,1
100732,Momiji Sushi Hibachi Japanese,http://www.eatmomiji.com,"13201 Ranch Road 620 N, Ste 208",Austin,TX,(512) 219-7070,67294,11:00,21:00,Y,1
100733,Pita Pit,http://www.pitapitusa.com,2350 Guadalupe St,Austin,TX,(512) 474-7482,44776,11:00,21:00,N,1
100734,Taqueria Los Jalisciensis,,6903 Airport Blvd,Austin,TX,(512) 419-7340,47871,8:00,21:00,Y,3
100735,Rainmaker Document Tech,http://www.gorainmaker.com,"111 Congress Ave, Ste P10",Austin,TX,(512) 472-9911,51532,8:00,23:00,Y,4
100736,Trio,,98 San Jacinto Blvd,Austin,TX,(512) 685-8300,57307,9:00,20:00,Y,5
100737,Asti Trattoria,http://www.astiaustin.com,"408 E 43rd St, Ste C",Austin,TX,(512) 451-1218,14925,8:00,21:00,Y,5
100738,Wendy's,http://www.wendys.com,12421 N Mo Pac Expy,Austin,TX,(512) 834-0376,69651,11:00,20:00,Y,3
100739,Parkside,,301 E 6th St,Austin,TX,(512) 474-9898,31925,8:00,21:00,N,2
100740,West Beach Marina,,5506 W Beach Cir,Austin,TX,(512) 266-2277,39289,6:00,20:00,N,4
100741,Little Caesars Pizza,http://www.littlecaesars.com,"512 W Stassney Ln, Ste 115",Austin,TX,(512) 448-0355,15434,6:00,23:00,Y,1
100742,Giovannis Pizza Stand,,2900 S Lamar Blvd,Austin,TX,(512) 442-7033,24656,11:00,21:00,N,2
100743,Wok On Fire,,"10901 N Lamar Blvd, Ste A101",Austin,TX,(512) 835-8881,66513,9:00,22:00,N,1
100744,Copa Bar & Grill,http://www.copabarandgrill.com,217 Congress Ave,Austin,TX,(512) 479-5002,15873,9:00,21:00,N,3
100745,Panda 2 Go,,"11215 S I H 35, Ste 120",Austin,TX,(512) 292-3366,35248,6:00,22:00,Y,1
100746,Jack In the Box,http://www.jackinthebox.com,"9300 S I H 35, Bldg G100",Austin,TX,(512) 291-1188,58976,11:00,22:00,N,1
100747,Little Caesars Pizza,http://www.littlecaesars.com,5200 E William Cannon Dr,Austin,TX,(512) 442-4600,29971,6:00,22:00,N,4
100748,Kiefer's Cafe & Catering,http://www.kieferscafecatering.com,"2007 Kramer Ln, Ste 105",Austin,TX,(512) 719-5550,39836,6:00,23:00,Y,4
100749,Kerbey Lane Cafe,http://www.kerbeylanecafe.com,3704 Kerbey Ln,Austin,TX,(512) 451-1436,67838,8:00,22:00,N,1
100750,Eat Out In,http://www.eatoutin.com,"4131 Spicewood Springs Rd, Ste N4",Austin,TX,(512) 346-9990,40500,8:00,22:00,Y,5
100751,Ken's Subs Tacos & More,http://www.kenstacos.com,9408 Dessau Rd,Austin,TX,(512) 837-9370,38494,6:00,23:00,Y,1
100752,KFC,http://www.kfc.com,5607 N Lamar Blvd,Austin,TX,(512) 323-6970,65608,6:00,22:00,Y,2
100753,Manna Korean Restaurant,,6808 N Lamar Blvd,Austin,TX,(512) 323-0635,69419,11:00,21:00,N,3
100754,Opal Divine's Penn Field,http://www.opaldivines.com,3601 S Congress Ave,Austin,TX,(512) 707-0237,82799,11:00,20:00,Y,2
100755,Taj Mahal Restaurant,http://www.tajmahalaustin.com,"12407 N Mo Pac Expy, # 200B",Austin,TX,(512) 837-4444,33935,6:00,23:00,Y,1
100756,Sunhing Restaurant,,2801 Guadalupe St,Austin,TX,(512) 478-6504,75384,9:00,21:00,N,5
100757,Church's Chicken,http://www.churchs.com,1953 W William Cannon Dr,Austin,TX,(512) 445-0330,15306,11:00,22:00,Y,1
100758,SUBWAY,http://www.subway.com,3220 Feathergrass Ct,Austin,TX,(512) 833-9929,16562,8:00,20:00,N,5
100759,Epoch Coffee,http://www.epochcoffee.com,221 W North Loop Blvd,Austin,TX,(512) 454-3762,44095,8:00,21:00,Y,5
100760,Buffalo Wild Wings Grill & Bar,http://www.buffalowildwings.com,"13000 N I H 35, Bldg 4",Austin,TX,(512) 339-0772,92404,8:00,20:00,Y,1
100761,Popeye's Chicken & Biscuits,http://www.popeyes.com,9815 N Lamar Blvd,Austin,TX,(512) 837-3612,25520,11:00,23:00,N,1
100762,Wendy's,http://www.wendys.com,1910 W Braker Ln,Austin,TX,(512) 873-7979,35551,8:00,20:00,Y,1
100763,Samurai Sam's Teriyaki Grill,http://www.samuraisams.net,"9003 Waterford Centre Blvd, Ste 150",Austin,TX,(512) 977-9988,16084,9:00,21:00,N,4
100764,Rounders Pizzeria,,1203 W 6th St,Austin,TX,(512) 477-0404,93564,9:00,22:00,N,4
100765,Billy's On Burnet,http://www.billysonburnet.com,2105 Hancock Dr,Austin,TX,(512) 407-9305,69349,11:00,21:00,N,4
100766,Smoothie King,http://www.smoothieking.com,4601 N Lamar Blvd,Austin,TX,(512) 374-4909,13140,9:00,21:00,N,1
100767,Halcyon Coffee House Bar & Lng,http://www.halcyonaustin.com,218 W 4th St,Austin,TX,(512) 472-9637,79716,6:00,22:00,N,3
100768,Gourmands Neighborhood Pub,http://www.lovethysandwich.com,2316 Webberville Rd,Austin,TX,(512) 610-2031,35013,9:00,23:00,N,5
100769,Panera Bread,http://www.panerabread.com,4625 W William Cannon Dr,Austin,TX,(512) 358-8600,92980,8:00,21:00,Y,3
100770,Captain's Seafood & Oyster Bar,http://www.captbennys.com,5700 N Interstate 35,Austin,TX,(512) 452-1417,26731,6:00,21:00,N,4
100771,Genghis Grill,http://www.genghisgrill.com,4477 S Lamar Blvd,Austin,TX,(512) 891-0152,75005,9:00,23:00,Y,4
100772,Burger King,http://www.bk.com,700 E William Cannon Dr,Austin,TX,(512) 440-8457,36571,8:00,21:00,Y,1
100773,Manuel's At Great Hills,http://www.manuels.com,10201 Jollyville Rd,Austin,TX,(512) 345-1042,78440,11:00,22:00,Y,4
100774,Little Caesars Pizza,http://www.littlecaesars.com,"4410 E Riverside Dr, # 170",Austin,TX,(512) 389-3636,66297,9:00,23:00,N,4
100775,Golden Fried Chicken,http://www.goldenchick.com,7105 W Highway 71,Austin,TX,(512) 288-3949,18688,6:00,21:00,N,4
100776,Fino Restaurant,http://www.finoaustin.com,"2905 San Gabriel St, Ste 200",Austin,TX,(512) 474-2905,88208,11:00,20:00,N,5
100777,888 Vietnamese Restaurant,http://www.888panasian.com,"2400 E Oltorf St, Ste 1A",Austin,TX,(512) 448-4722,52783,9:00,21:00,Y,1
100778,Dairy Queen,http://www.dairyqueen.com,2034 W Stassney Ln,Austin,TX,(512) 443-4730,59413,9:00,23:00,N,3
100779,Maru Japanese Restaurant,http://www.austinmaru.com,4636 Burnet Rd,Austin,TX,(512) 458-6200,45369,6:00,23:00,N,4
100780,Tokyo Steak House & Sushi Bar,,9070 Research Blvd,Austin,TX,(512) 458-3900,26279,11:00,21:00,Y,3
100781,Greenling Organic Delivery,http://www.greenling.com,"3913 Todd Ln, Ste 618",Austin,TX,(512) 440-8449,44898,9:00,21:00,Y,2
100782,Short Stop,http://www.shortstop.com,"3811 N Interstate 35, # A",Austin,TX,(512) 459-9949,73422,11:00,21:00,Y,5
100783,Sullivan's Steakhouse,http://www.sullivansteakhouse.com,300 Colorado St,Austin,TX,(512) 495-6504,39361,6:00,20:00,Y,2
100784,Mariscos Los Jarochos,,"9200 N Lamar Blvd, Ste 100",Austin,TX,(512) 339-3022,39071,9:00,22:00,Y,3
100785,Church's Chicken,http://www.churchs.com,1623 E 7th St,Austin,TX,(512) 478-7094,19597,8:00,20:00,Y,3
100786,Bombay Bistro,http://www.bombay-bistro.com,"10710 Research Blvd, Ste 126",Austin,TX,(512) 342-2252,67758,11:00,20:00,Y,1
100787,Applebee's Neighborhood Grill,http://www.applebees.com,5010 W Highway 290,Austin,TX,(512) 892-1966,25603,6:00,23:00,N,1
100788,Wingstop,http://www.wingstop.com,"500 W William Cannon Dr, Ste 422",Austin,TX,(512) 416-9464,92456,9:00,23:00,N,4
100789,Baby Acapulco Restaurant,http://www.babyacapulco.com,5610 N Interstate 35,Austin,TX,(512) 302-1366,93484,11:00,22:00,N,5
100790,Roaring Fork Restaurant,http://www.eddiev.com,10850 Stonelake Blvd,Austin,TX,(512) 342-2700,16295,8:00,21:00,Y,4
100791,Papa John's Pizza,http://www.papajohns.com,411 W Martin Luther King Jr Blvd,Austin,TX,(512) 476-7272,69841,11:00,21:00,Y,5
100792,Rio's Brazilian Cafe,http://www.riosofaustin.com,408 N Pleasant Valley Rd,Austin,TX,(512) 828-6617,47915,9:00,20:00,N,4
100793,Central Market,http://www.centralmarket.com,"4477 S Lamar Blvd, Ste 100",Austin,TX,(512) 899-4300,38068,8:00,21:00,Y,4
100794,El Gallo Restaurant,http://www.elgallorestaurant.com,2910 S Congress Ave,Austin,TX,(512) 444-6696,16838,8:00,20:00,N,4
100795,Gatti's Pizza,http://www.gattispizza.com,"10740 Research Blvd, Ste 105",Austin,TX,(512) 459-2222,60409,8:00,21:00,Y,4
100796,Foodheads Inc,http://www.foodheads.com,616 W 34th St,Austin,TX,(512) 420-8400,55854,9:00,21:00,Y,5
100797,Taco Mex,,2611 Manor Rd,Austin,TX,(512) 524-0860,62926,6:00,23:00,N,5
100798,Honeybaked Ham,http://www.honeybakedham.com,"9029 Research Blvd, Ste 900",Austin,TX,(512) 835-7925,65683,8:00,23:00,N,4
100799,Original Pancake House,http://www.originalpancakehouse.com,"1700 W Parmer Ln, Ste 650",Austin,TX,(512) 873-7200,43340,6:00,21:00,Y,5
100800,SUBWAY,http://www.subway.com,"9911 Brodie Ln, Ste 800",Austin,TX,(512) 282-8599,31605,9:00,23:00,N,2
100801,Taquerias Arandinas,,1011 Reinli St,Austin,TX,(512) 454-2210,35438,8:00,23:00,Y,2
100802,Waffle House,http://www.wafflehouse.com,7809 E Ben White Blvd,Austin,TX,(512) 389-0444,38327,9:00,23:00,Y,1
100803,Kerbey Lane Cafe,http://www.kerbeylanecafe.com,"13359 N Highway 183, Ste 415",Austin,TX,(512) 258-7757,43435,6:00,23:00,Y,3
100804,Azul Tequila,,"4211 S Lamar Blvd, Ste A2",Austin,TX,(512) 416-9667,27351,11:00,22:00,N,4
100805,Torchy's Tacos,http://www.torchystacos.com,11521 N FM 620,Austin,TX,(512) 381-8226,51661,11:00,21:00,N,2
100806,Doubletree-University Area,http://www.doubletree1.hilton.com,1617 N I H 35,Austin,TX,(512) 479-4000,58613,8:00,20:00,N,2
100807,Jack In the Box,http://www.jackinthebox.com,8706 E Highway 290,Austin,TX,(512) 928-8969,67995,8:00,21:00,Y,2
100808,Taco Cabana,http://www.tacocabana.com,9705 Manchaca Rd,Austin,TX,(512) 280-5626,35015,8:00,23:00,Y,1
100809,Jimmy John's,http://www.jimmyjohns.com,"515 Congress Ave, Ste 120",Austin,TX,(512) 457-4900,80382,6:00,20:00,N,5
100810,Dan's Hamburgers Inc,http://www.dans-hamburgers.com,5602 N Lamar Blvd,Austin,TX,(512) 459-3239,89811,9:00,22:00,N,4
100811,Gatti's Pizza,http://www.gattispizza.com,7101 W Highway 71,Austin,TX,(512) 459-2222,66076,8:00,21:00,N,3
100812,Taco Bell,http://www.tacobell.com,"9900 W Parmer Ln, Ste C",Austin,TX,(512) 388-2100,15606,11:00,22:00,N,1
100813,Mellow Mushroom,http://www.mellowmushroom.com,2426 Guadalupe St,Austin,TX,(512) 472-6356,80414,11:00,21:00,Y,1
100814,Wingzup LLC,,"1000 E 41st St, Ste 810",Austin,TX,(512) 323-2587,13322,11:00,21:00,N,2
100815,Maudie's Too,,1212 S Lamar Blvd,Austin,TX,(512) 440-8088,25628,6:00,22:00,N,2
100816,Chipotle Mexican Grill,http://www.chipotle.com,"11301 Lakeline Blvd, # 203",Austin,TX,(512) 331-8700,44435,6:00,20:00,N,5
100817,Asia Chinese Restaurant,http://www.asiachineserestaurant.com,"1931 E Ben White Blvd, Ste 300",Austin,TX,(512) 445-5117,40163,8:00,20:00,Y,3
100818,Pizza Hut,http://www.pizzahut.com,1811 Guadalupe St,Austin,TX,(512) 320-8030,87581,9:00,21:00,Y,3
100819,SUBWAY,http://www.subway.com,5419 N I H 35,Austin,TX,(512) 467-9536,15714,6:00,21:00,Y,3
100820,Pho Hoang Inc,http://www.pho-hoang.com,"399 W Louis Henna Blvd, Ste C",Austin,TX,(512) 238-8008,87281,11:00,22:00,Y,2
100821,Sushi Japon Inc,http://www.sushijaponaustin.com,6801 N I H 35,Austin,TX,(512) 323-6663,91854,8:00,22:00,N,3
100822,Arkies Grill,http://www.arkiesgrill.com,4827 E Cesar Chavez St,Austin,TX,(512) 385-2986,33257,9:00,23:00,Y,1
100823,SUBWAY,http://www.subway.com,"1030 Norwood Park Blvd, Ste 400",Austin,TX,(512) 973-0282,54395,11:00,21:00,Y,3
100824,Baby Acapulco Restaurant,http://www.babyacapulco.com,"1705 S Lakeshore Blvd, # A",Austin,TX,(512) 447-1339,80243,6:00,20:00,Y,2
100825,Santa Rita Escarpment Village,http://www.santaritacantina.com,5900 W Slaughter Ln,Austin,TX,(512) 288-5100,27279,9:00,22:00,Y,1
100826,Texadelphia,http://www.texadelphia.com,"14010 N Highway 183, Ste 500",Austin,TX,(512) 249-0249,81620,6:00,21:00,N,3
100827,Chosun BBQ,,713 E Huntland Dr,Austin,TX,(512) 419-1400,44352,8:00,22:00,N,4
100828,Liberty Tavern,,500 E 4th St,Austin,TX,(512) 493-4901,61968,6:00,22:00,N,5
100829,Baskin-Robbins,http://www.baskinrobbins.com,"9900 W Parmer Ln, Ste 105",Austin,TX,(512) 248-2275,47329,11:00,21:00,N,5
100830,Spinners,http://www.spinnersaustin.com,14106 N I H 35,Austin,TX,(512) 990-3665,38656,8:00,22:00,N,3
100831,Pizza Hut,http://www.pizzahut.com,"1901 W William Cannon Dr, Ste 172",Austin,TX,(512) 462-9494,44413,6:00,22:00,N,5
100832,Mizu Sushi Bar,,"2422 Ranch Road 620 S, Ste A100",Austin,TX,(512) 263-2801,73476,8:00,20:00,Y,1
100833,Urban An American Grille,http://www.urbanatthedomain.com,11301 Domain Dr,Austin,TX,(512) 490-1511,55618,11:00,20:00,Y,4
100834,Pizza Hut,http://www.pizzahut.com,"8213 Brodie Ln, Ste 109",Austin,TX,(512) 292-6444,78306,9:00,20:00,Y,2
100835,La Madeleine,http://www.lamadeleine.com,5493 Brodie Ln,Austin,TX,(512) 287-4081,40789,11:00,20:00,N,3
100836,Sonic Drive-In,http://www.sonicdrivein.com,11801 W Highway 290,Austin,TX,(512) 301-0650,16042,11:00,22:00,Y,1
100837,Domino's Pizza,http://www.dominos.com,"1509 S Lamar Blvd, Ste 500",Austin,TX,(512) 447-0404,50981,11:00,20:00,N,5
100838,Fleming's Prime Steakhouse,http://www.flemingssteakhouse.com,320 E 2nd St,Austin,TX,(512) 457-1500,32331,11:00,22:00,Y,3
