reviewid,UserID,RID,Content,ReveiwDate,Upvote,downvote
981,981,158,"As fancy and elegant as everything was, he made us feel comfortable.",15-Oct-11,181,61
982,982,288,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jun-12,182,62
983,983,245,"As fancy and elegant as everything was, he made us feel comfortable.",6-Oct-12,183,63
984,984,250,"As fancy and elegant as everything was, he made us feel comfortable.",22-Sep-09,184,64
985,985,369,"As fancy and elegant as everything was, he made us feel comfortable.",6-Jun-09,185,65
986,986,28,"As fancy and elegant as everything was, he made us feel comfortable.",11-Feb-08,186,66
987,987,35,"As fancy and elegant as everything was, he made us feel comfortable.",12-Nov-10,187,67
988,988,184,"As fancy and elegant as everything was, he made us feel comfortable.",2-Jun-12,188,68
989,989,72,"As fancy and elegant as everything was, he made us feel comfortable.",17-May-08,189,69
990,990,227,"As fancy and elegant as everything was, he made us feel comfortable.",27-Mar-09,190,70
991,991,283,"As fancy and elegant as everything was, he made us feel comfortable.",30-Dec-12,191,71
992,992,133,"As fancy and elegant as everything was, he made us feel comfortable.",15-May-11,192,72
993,993,266,"As fancy and elegant as everything was, he made us feel comfortable.",4-Mar-08,193,73
994,994,229,"As fancy and elegant as everything was, he made us feel comfortable.",18-Feb-10,194,74
995,995,237,"As fancy and elegant as everything was, he made us feel comfortable.",20-Dec-07,195,75
996,996,221,"As fancy and elegant as everything was, he made us feel comfortable.",10-Sep-09,196,76
997,997,341,"As fancy and elegant as everything was, he made us feel comfortable.",13-Oct-09,197,77
998,998,24,"As fancy and elegant as everything was, he made us feel comfortable.",1-May-12,198,78
999,999,13,"As fancy and elegant as everything was, he made us feel comfortable.",2-Apr-10,199,79
1000,1000,290,"As fancy and elegant as everything was, he made us feel comfortable.",28-Jan-10,100,30
